TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,TEAM_ID,TEAM_ABBREVIATION
1610612743,2019-20,00,Vlatko Čančar,Vlatko,vlatko-čančar,31,F,6-8,236,"APR 10, 1997",23.0,R,San Pablo Burgos,1628427,,1610612743,DEN
1610612743,2019-20,00,Noah Vonleh,Noah,noah-vonleh,32,F,6-10,257,"AUG 24, 1995",24.0,5,Indiana,203943,,1610612743,DEN
1610612743,2019-20,00,PJ Dozier,PJ,pj-dozier,35,G-F,6-6,205,"OCT 25, 1996",23.0,2,South Carolina,1628408,,1610612743,DEN
1610612744,2019-20,00,Damion Lee,Damion,damion-lee,1,G-F,6-5,210,"OCT 21, 1992",27.0,2,Drexel,1627814,,1610612744,GSW
1610612744,2019-20,00,Jordan Poole,Jordan,jordan-poole,3,G,6-4,194,"JUN 19, 1999",21.0,R,Michigan,1629673,,1610612744,GSW
1610612744,2019-20,00,Kevon Looney,Kevon,kevon-looney,5,F,6-9,222,"FEB 06, 1996",24.0,4,UCLA,1626172,,1610612744,GSW
1610612744,2019-20,00,Alen Smailagic,Alen,alen-smailagic,6,F,6-10,215,"AUG 18, 2000",19.0,R,Beko,1629346,,1610612744,GSW
1610612744,2019-20,00,Eric Paschall,Eric,eric-paschall,7,F,6-6,255,"NOV 04, 1996",23.0,R,Villanova,1629672,,1610612744,GSW
1610612744,2019-20,00,Klay Thompson,Klay,klay-thompson,11,G,6-6,215,"FEB 08, 1990",30.0,8,Washington State,202691,,1610612744,GSW
1610612744,2019-20,00,Mychal Mulder,Mychal,mychal-mulder,12,G,6-3,184,"JUN 12, 1994",26.0,R,Kentucky,1628539,,1610612744,GSW
1610612744,2019-20,00,Ky Bowman,Ky,ky-bowman,12,G,6-1,187,"JUN 16, 1997",23.0,R,Boston College,1629065,,1610612744,GSW
1610612744,2019-20,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,6-7,197,"FEB 23, 1995",25.0,5,Kansas,203952,,1610612744,GSW
1610612744,2019-20,00,Draymond Green,Draymond,draymond-green,23,F,6-6,230,"MAR 04, 1990",30.0,7,Michigan State,203110,#35 Pick in 2012 Draft,1610612744,GSW
1610612744,2019-20,00,Stephen Curry,Stephen,stephen-curry,30,G,6-3,185,"MAR 14, 1988",32.0,10,Davidson,201939,#7 Pick in 2009 Draft,1610612744,GSW
1610612744,2019-20,00,Marquese Chriss,Marquese,marquese-chriss,32,F,6-9,240,"JUL 02, 1997",22.0,3,Washington,1627737,,1610612744,GSW
1610612744,2019-20,00,Juan Toscano-Anderson,Juan,juan-toscano-anderson,95,F,6-6,209,"APR 10, 1993",27.0,R,Marquette,1629308,,1610612744,GSW
1610612745,2019-20,00,Russell Westbrook,Russell,russell-westbrook,0,G,6-3,200,"NOV 12, 1988",31.0,11,UCLA,201566,,1610612745,HOU
1610612745,2019-20,00,David Nwaba,David,david-nwaba,0,G-F,6-5,219,"JAN 14, 1993",27.0,3,Cal Poly-Obispo,1628021,,1610612745,HOU
1610612745,2019-20,00,Chris Clemons,Chris,chris-clemons,3,G,5-9,180,"JUL 23, 1997",22.0,R,Campbell University,1629598,,1610612745,HOU
1610612745,2019-20,00,Danuel House Jr.,Danuel,danuel-house-jr,4,F-G,6-6,220,"JUN 07, 1993",27.0,3,Texas A&M,1627863,,1610612745,HOU
1610612745,2019-20,00,Bruno Caboclo,Bruno,bruno-caboclo,5,F,6-9,218,"SEP 21, 1995",24.0,5,Pinheiros,203998,,1610612745,HOU
1610612745,2019-20,00,DeMarre Carroll,DeMarre,demarre-carroll,9,F,6-6,215,"JUL 27, 1986",33.0,10,Missouri,201960,,1610612745,HOU
1610612745,2019-20,00,Eric Gordon,Eric,eric-gordon,10,G,6-3,215,"DEC 25, 1988",31.0,11,Indiana,201569,,1610612745,HOU
1610612745,2019-20,00,Luc Mbah a Moute,Luc,luc-mbah-a-moute,12,F,6-8,230,"SEP 09, 1986",33.0,11,UCLA,201601,,1610612745,HOU
1610612745,2019-20,00,James Harden,James,james-harden,13,G,6-5,220,"AUG 26, 1989",30.0,10,Arizona State,201935,,1610612745,HOU
1610612745,2019-20,00,Ben McLemore,Ben,ben-mclemore,16,G,6-3,195,"FEB 11, 1993",27.0,6,Kansas,203463,,1610612745,HOU
1610612745,2019-20,00,P.J. Tucker,P.J.,pj-tucker,17,F,6-5,245,"MAY 05, 1985",35.0,8,Texas,200782,,1610612745,HOU
1610612745,2019-20,00,Thabo Sefolosha,Thabo,thabo-sefolosha,18,F-G,6-6,215,"MAY 02, 1984",36.0,13,Angelico Biella,200757,,1610612745,HOU
1610612745,2019-20,00,Tyson Chandler,Tyson,tyson-chandler,19,C,7-0,235,"OCT 02, 1982",37.0,18,Dominguez HS (CA),2199,,1610612745,HOU
1610612745,2019-20,00,Michael Frazier II,Michael,michael-frazier-ii,21,G,6-3,200,"MAR 08, 1994",26.0,R,Florida,1626187,,1610612745,HOU
1610612745,2019-20,00,Austin Rivers,Austin,austin-rivers,25,G,6-3,200,"AUG 01, 1992",27.0,7,Duke,203085,,1610612745,HOU
1610612745,2019-20,00,Jeff Green,Jeff,jeff-green,32,F,6-8,235,"AUG 28, 1986",33.0,12,Georgetown,201145,Signed on 07/06/23,1610612745,HOU
1610612745,2019-20,00,Robert Covington,Robert,robert-covington,33,F,6-7,209,"DEC 14, 1990",29.0,6,Tennessee State,203496,,1610612745,HOU
1610612745,2019-20,00,William Howard,William,william-howard,52,F-G,6-8,207,"OCT 25, 1993",26.0,R,Limoges,1629739,,1610612745,HOU
1610612746,2019-20,00,Reggie Jackson,Reggie,reggie-jackson,1,G,6-3,208,"APR 16, 1990",30.0,8,Boston College,202704,,1610612746,LAC
1610612746,2019-20,00,Kawhi Leonard,Kawhi,kawhi-leonard,2,F,6-7,225,"JUN 29, 1991",29.0,8,San Diego State,202695,Signed on 07/09/19,1610612746,LAC
1610612746,2019-20,00,JaMychal Green,JaMychal,jamychal-green,4,F-C,6-8,227,"JUN 21, 1990",30.0,5,Alabama,203210,,1610612746,LAC
1610612746,2019-20,00,Montrezl Harrell,Montrezl,montrezl-harrell,5,F-C,6-7,240,"JAN 26, 1994",26.0,4,Louisville,1626149,,1610612746,LAC
1610612746,2019-20,00,Amir Coffey,Amir,amir-coffey,7,G-F,6-7,210,"JUN 17, 1997",23.0,R,Minnesota,1629599,,1610612746,LAC
1610612746,2019-20,00,Paul George,Paul,paul-george,13,F,6-8,220,"MAY 02, 1990",30.0,9,Fresno State,202331,,1610612746,LAC
1610612746,2019-20,00,Terance Mann,Terance,terance-mann,14,G-F,6-5,215,"OCT 18, 1996",23.0,R,Florida State,1629611,,1610612746,LAC
1610612746,2019-20,00,Johnathan Motley,Johnathan,johnathan-motley,15,F,6-8,230,"MAY 04, 1995",25.0,2,Baylor,1628405,,1610612746,LAC
1610612746,2019-20,00,Rodney McGruder,Rodney,rodney-mcgruder,19,G,6-4,205,"JUL 29, 1991",28.0,3,Kansas State,203585,,1610612746,LAC
1610612746,2019-20,00,Landry Shamet,Landry,landry-shamet,20,G,6-4,190,"MAR 13, 1997",23.0,1,Wichita State,1629013,,1610612746,LAC
1610612746,2019-20,00,Patrick Beverley,Patrick,patrick-beverley,21,G,6-1,180,"JUL 12, 1988",31.0,7,Arkansas,201976,,1610612746,LAC
1610612746,2019-20,00,Lou Williams,Lou,lou-williams,23,G,6-1,175,"OCT 27, 1986",33.0,14,South Gwinnett HS (GA),101150,,1610612746,LAC
1610612746,2019-20,00,Mfiondu Kabengele,Mfiondu,mfiondu-kabengele,25,F-C,6-9,250,"AUG 14, 1997",22.0,R,Florida State,1629662,,1610612746,LAC
1610612746,2019-20,00,Marcus Morris Sr.,Marcus,marcus-morris-sr,31,F,6-8,218,"SEP 02, 1989",30.0,8,Kansas,202694,,1610612746,LAC
1610612746,2019-20,00,Ivica Zubac,Ivica,ivica-zubac,40,C,7-0,240,"MAR 18, 1997",23.0,3,Mega Basket,1627826,Traded from LAL on 02/07/19,1610612746,LAC
1610612746,2019-20,00,Patrick Patterson,Patrick,patrick-patterson,54,F,6-8,235,"MAR 14, 1989",31.0,9,Kentucky,202335,,1610612746,LAC
1610612746,2019-20,00,Joakim Noah,Joakim,joakim-noah,55,F-C,6-11,232,"FEB 25, 1985",35.0,12,Florida,201149,,1610612746,LAC
1610612747,2019-20,00,Kyle Kuzma,Kyle,kyle-kuzma,0,F,6-8,221,"JUL 24, 1995",24.0,2,Utah,1628398,,1610612747,LAL
