gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,SEASON,SEASON_TYPE
0042100101,1610612748,Miami,Heat,MIA,heat,202710,Jimmy,Butler III,J. Butler III,jimmy-butler-iii,F,,,33:18,9,15,0.6,1,2,0.5,2,7,0.286,1,5,6,4,3,0,3,2,21,27.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,200782,P.J.,Tucker,P. Tucker,pj-tucker,F,,,24:19,6,8,0.75,4,4,1.0,0,0,0.0,0,5,5,1,0,0,0,2,16,17.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,C,,,27:51,1,5,0.2,0,0,0.0,4,4,1.0,0,6,6,5,1,1,4,2,6,27.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1629622,Max,Strus,M. Strus,max-strus,G,,,25:08,3,8,0.375,1,5,0.2,2,3,0.667,0,2,2,1,2,1,0,3,9,8.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,200768,Kyle,Lowry,K. Lowry,kyle-lowry,G,,,28:41,4,8,0.5,2,4,0.5,0,0,0.0,0,4,4,9,2,0,0,1,10,21.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1629639,Tyler,Herro,T. Herro,tyler-herro,,,,22:40,3,11,0.273,0,4,0.0,0,0,0.0,0,5,5,5,2,0,5,2,6,6.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,203473,Dewayne,Dedmon,D. Dedmon,dewayne-dedmon,,,,15:11,2,4,0.5,0,1,0.0,1,1,1.0,2,3,5,3,1,0,1,3,5,3.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,,,,22:52,9,10,0.9,8,9,0.889,1,1,1.0,0,1,1,0,0,0,0,2,27,16.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,,,,25:06,3,8,0.375,2,7,0.286,0,0,0.0,1,2,3,7,0,1,1,4,8,13.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1630209,Omer,Yurtseven,O. Yurtseven,omer-yurtseven,,,,4:58,2,3,0.667,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,1,5,-6.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1628997,Caleb,Martin,C. Martin,caleb-martin,,,,4:58,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,-6.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,,,,4:58,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-6.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,2617,Udonis,Haslem,U. Haslem,udonis-haslem,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,202693,Markieff,Morris,M. Morris,markieff-morris,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100101,1610612748,Miami,Heat,MIA,heat,203506,Victor,Oladipo,V. Oladipo,victor-oladipo,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1629631,De'Andre,Hunter,D. Hunter,deandre-hunter,F,,,34:50,6,8,0.75,2,2,1.0,0,0,0.0,0,3,3,0,1,0,2,3,14,-31.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,F,,,29:12,5,12,0.417,1,3,0.333,6,6,1.0,0,5,5,0,0,0,1,2,17,-17.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1630168,Onyeka,Okongwu,O. Okongwu,onyeka-okongwu,C,,,20:33,1,3,0.333,0,0,0.0,1,2,0.5,3,4,7,1,0,1,0,4,3,-29.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1628989,Kevin,Huerter,K. Huerter,kevin-huerter,G,,,23:13,3,8,0.375,2,6,0.333,0,0,0.0,1,0,1,2,1,1,2,2,8,-21.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1629027,Trae,Young,T. Young,trae-young,G,,,28:27,1,12,0.083,0,7,0.0,6,7,0.857,1,5,6,4,2,0,6,1,8,-22.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,,,,25:53,0,8,0.0,0,4,0.0,6,6,1.0,1,2,3,2,0,0,2,3,6,-18.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1628381,John,Collins,J. Collins,john-collins,,,,21:19,4,6,0.667,1,2,0.5,1,3,0.333,0,4,4,1,1,0,0,0,10,2.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1626153,Delon,Wright,D. Wright,delon-wright,,,,20:57,2,6,0.333,1,4,0.25,0,0,0.0,1,1,2,6,2,0,1,0,5,-7.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1627789,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,,,,14:34,2,4,0.5,1,3,0.333,0,0,0.0,0,3,3,0,0,0,1,4,5,2.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,203476,Gorgui,Dieng,G. Dieng,gorgui-dieng,,,,6:08,1,1,1.0,0,0,0.0,1,1,1.0,1,0,1,0,0,0,0,0,3,3.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1630552,Jalen,Johnson,J. Johnson,jalen-johnson,,,,4:58,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1630219,Skylar,Mays,S. Mays,skylar-mays,,,,4:58,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,6.0,2021-22,Playoffs
0042100101,1610612737,Atlanta,Hawks,ATL,hawks,1628995,Kevin,Knox II,K. Knox II,kevin-knox-ii,,,,4:58,3,5,0.6,2,4,0.5,2,2,1.0,0,2,2,0,1,0,3,0,10,6.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,202710,Jimmy,Butler III,J. Butler III,jimmy-butler-iii,F,,,39:01,15,25,0.6,4,7,0.571,11,12,0.917,0,5,5,5,2,0,0,0,45,19.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,200782,P.J.,Tucker,P. Tucker,pj-tucker,F,,,24:12,1,3,0.333,1,2,0.5,0,0,0.0,0,6,6,2,1,0,2,5,3,5.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,C,,,23:36,3,6,0.5,0,0,0.0,3,4,0.75,1,3,4,3,0,1,4,4,9,-1.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1629622,Max,Strus,M. Strus,max-strus,G,,,22:01,5,10,0.5,3,8,0.375,1,1,1.0,0,1,1,4,2,0,1,2,14,6.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,200768,Kyle,Lowry,K. Lowry,kyle-lowry,G,,,37:06,2,8,0.25,1,6,0.167,4,5,0.8,0,3,3,2,0,3,3,1,9,12.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1629639,Tyler,Herro,T. Herro,tyler-herro,,,,31:22,5,11,0.455,1,4,0.25,4,4,1.0,0,3,3,2,0,1,1,3,15,-7.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,203473,Dewayne,Dedmon,D. Dedmon,dewayne-dedmon,,,,13:16,3,5,0.6,0,1,0.0,0,0,0.0,3,6,9,0,0,0,1,4,6,7.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,,,,25:40,3,6,0.5,3,5,0.6,2,3,0.667,0,1,1,3,2,0,2,2,11,2.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,,,,6:40,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,1.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1628997,Caleb,Martin,C. Martin,caleb-martin,,,,17:06,1,5,0.2,1,3,0.333,0,0,0.0,0,0,0,0,2,1,0,1,3,6.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,2617,Udonis,Haslem,U. Haslem,udonis-haslem,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,202693,Markieff,Morris,M. Morris,markieff-morris,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,203506,Victor,Oladipo,V. Oladipo,victor-oladipo,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612748,Miami,Heat,MIA,heat,1630209,Omer,Yurtseven,O. Yurtseven,omer-yurtseven,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1629631,De'Andre,Hunter,D. Hunter,deandre-hunter,F,,,35:03,6,15,0.4,1,5,0.2,3,3,1.0,0,2,2,0,0,1,0,5,16,-8.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,F,,,21:41,0,6,0.0,0,4,0.0,2,2,1.0,1,5,6,1,1,0,1,1,2,-11.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1628381,John,Collins,J. Collins,john-collins,C,,,29:01,6,11,0.545,0,1,0.0,1,3,0.333,1,9,10,2,1,0,2,2,13,-6.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1628989,Kevin,Huerter,K. Huerter,kevin-huerter,G,,,33:31,3,10,0.3,3,7,0.429,0,0,0.0,0,5,5,6,1,1,2,5,9,-17.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1629027,Trae,Young,T. Young,trae-young,G,,,40:38,10,20,0.5,2,10,0.2,3,4,0.75,2,4,6,7,0,0,10,3,25,-11.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,,,,28:27,12,18,0.667,5,10,0.5,0,0,0.0,1,3,4,3,0,0,1,5,29,0.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1626153,Delon,Wright,D. Wright,delon-wright,,,,29:25,3,5,0.6,1,3,0.333,2,2,1.0,2,1,3,2,2,0,2,0,9,8.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1630168,Onyeka,Okongwu,O. Okongwu,onyeka-okongwu,,,,18:59,1,2,0.5,0,0,0.0,0,0,0.0,0,4,4,0,1,0,1,3,2,-4.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1627789,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,,,,3:15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,203476,Gorgui,Dieng,G. Dieng,gorgui-dieng,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1630552,Jalen,Johnson,J. Johnson,jalen-johnson,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1628995,Kevin,Knox II,K. Knox II,kevin-knox-ii,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100102,1610612737,Atlanta,Hawks,ATL,hawks,1630219,Skylar,Mays,S. Mays,skylar-mays,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1629631,De'Andre,Hunter,D. Hunter,deandre-hunter,F,,,31:32,7,13,0.538,2,6,0.333,1,2,0.5,0,0,0,0,0,0,4,4,17,-12.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,201568,Danilo,Gallinari,D. Gallinari,danilo-gallinari,F,,,24:59,4,7,0.571,1,1,1.0,2,2,1.0,0,3,3,2,0,0,2,0,11,-23.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1628381,John,Collins,J. Collins,john-collins,C,,,23:57,2,6,0.333,1,1,1.0,1,1,1.0,0,5,5,2,0,0,0,3,6,-18.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1628989,Kevin,Huerter,K. Huerter,kevin-huerter,G,,,33:28,5,13,0.385,1,8,0.125,2,2,1.0,0,5,5,4,2,0,0,4,13,-5.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1629027,Trae,Young,T. Young,trae-young,G,,,40:25,6,14,0.429,2,6,0.333,10,12,0.833,0,4,4,8,1,0,3,4,24,5.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,,,,31:51,7,17,0.412,4,9,0.444,0,0,0.0,1,7,8,6,1,1,1,1,18,16.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1626153,Delon,Wright,D. Wright,delon-wright,,,,29:46,6,6,1.0,1,1,1.0,0,1,0.0,2,3,5,1,0,0,0,0,13,23.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1630168,Onyeka,Okongwu,O. Okongwu,onyeka-okongwu,,,,24:03,4,4,1.0,0,0,0.0,1,1,1.0,2,4,6,0,1,2,1,4,9,19.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,203476,Gorgui,Dieng,G. Dieng,gorgui-dieng,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1630552,Jalen,Johnson,J. Johnson,jalen-johnson,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1628995,Kevin,Knox II,K. Knox II,kevin-knox-ii,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1627789,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612737,Atlanta,Hawks,ATL,hawks,1630219,Skylar,Mays,S. Mays,skylar-mays,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,202710,Jimmy,Butler III,J. Butler III,jimmy-butler-iii,F,,,40:36,8,20,0.4,1,5,0.2,3,3,1.0,4,6,10,8,2,1,2,0,20,-1.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,200782,P.J.,Tucker,P. Tucker,pj-tucker,F,,,33:04,4,6,0.667,1,3,0.333,2,2,1.0,3,4,7,4,0,0,0,4,11,13.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,C,,,34:59,5,9,0.556,0,0,0.0,3,3,1.0,2,9,11,5,3,0,3,2,13,11.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1629622,Max,Strus,M. Strus,max-strus,G,,,29:04,7,13,0.538,5,10,0.5,1,3,0.333,0,1,1,1,0,0,1,2,20,14.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,200768,Kyle,Lowry,K. Lowry,kyle-lowry,G,,,22:51,2,7,0.286,2,6,0.333,0,0,0.0,0,4,4,5,0,0,0,3,6,18.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1629639,Tyler,Herro,T. Herro,tyler-herro,,,,33:31,10,22,0.455,4,11,0.364,0,0,0.0,0,7,7,4,0,1,3,3,24,-21.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,,,,17:41,1,6,0.167,0,5,0.0,1,1,1.0,0,1,1,3,1,0,3,3,3,-15.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,,,,14:24,1,4,0.25,1,4,0.25,3,3,1.0,0,2,2,0,0,0,2,4,6,-8.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,203473,Dewayne,Dedmon,D. Dedmon,dewayne-dedmon,,,,13:01,3,6,0.5,0,1,0.0,1,2,0.5,2,0,2,0,0,1,0,2,7,-12.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,1628997,Caleb,Martin,C. Martin,caleb-martin,,,,0:49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0,2021-22,Playoffs
0042100103,1610612748,Miami,Heat,MIA,heat,2617,Udonis,Haslem,U. Haslem,udonis-haslem,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-22,Playoffs
