gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON,SEASON_TYPE
0042300101,1610612748,Miami,Heat,MIA,heat,1631170,Jaime,Jaquez Jr.,J. Jaquez Jr.,jaime-jaquez-jr,F,,,35:36,103.0,103.0,111.8,111.8,-8.8,-8.8,0.2,2.0,18.2,0.03,0.079,0.056,9.1,0.5,0.5,0.247,0.247,91.01,91.01,75.84,67.0,0.098,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1631107,Nikola,Jović,N. Jović,nikola-jović,F,,,25:41,77.1,77.1,124.0,124.0,-46.9,-46.9,0.0,0.0,0.0,0.033,0.192,0.107,9.1,0.444,0.506,0.212,0.212,91.57,91.57,76.31,48.0,0.078,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,C,,,36:30,111.8,111.8,118.8,118.8,-7.1,-7.1,0.15,1.5,12.0,0.0,0.2,0.095,8.0,0.556,0.607,0.301,0.301,90.09,90.09,75.08,68.0,0.123,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1628997,Caleb,Martin,C. Martin,caleb-martin,G,,,28:31,107.5,107.5,107.4,107.4,0.1,0.1,0.1,0.0,25.0,0.077,0.074,0.075,0.0,0.333,0.333,0.105,0.105,90.05,90.05,75.04,53.0,0.009,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1629639,Tyler,Herro,T. Herro,tyler-herro,G,,,34:19,106.3,106.3,121.2,121.2,-15.0,-15.0,0.174,2.0,21.1,0.0,0.129,0.063,10.5,0.423,0.423,0.217,0.217,90.92,90.92,75.76,64.0,0.056,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,,,,25:32,97.9,97.9,136.0,136.0,-38.1,-38.1,0.158,0.0,42.9,0.0,0.13,0.065,0.0,0.0,0.0,0.08,0.08,92.11,92.11,76.76,48.0,0.008,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1626153,Delon,Wright,D. Wright,delon-wright,,,,25:38,121.3,121.3,141.7,141.7,-20.4,-20.4,0.167,0.0,30.0,0.0,0.053,0.027,0.0,1.214,1.214,0.143,0.143,88.95,88.95,74.12,47.0,0.167,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,201567,Kevin,Love,K. Love,kevin-love,,,,13:06,108.3,108.3,136.0,136.0,-27.7,-27.7,0.25,2.0,28.6,0.111,0.25,0.19,14.3,0.875,0.875,0.2,0.2,89.77,89.77,74.81,24.0,0.159,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,,,,15:07,113.8,113.8,140.0,140.0,-26.2,-26.2,0.167,2.0,28.6,0.0,0.143,0.083,14.3,0.625,0.625,0.167,0.167,93.68,93.68,78.07,29.0,0.073,2023-24,Playoffs
0042300101,1610612748,Miami,Heat,MIA,heat,1628418,Thomas,Bryant,T. Bryant,thomas-bryant,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,Playoffs
