Rk,Unnamed: 1,Salary,Team,Season
1,Deandre Ayton,"$32,459,438",POR,2024
2,Jerami Grant,"$27,586,207",POR,2024
3,Anfernee Simons,"$24,107,143",POR,2024
4,Malcolm Brogdon,"$22,500,000",POR,2024
5,Robert Williams,"$11,571,429",POR,2024
6,Matisse Thybulle,"$10,500,000",POR,2024
7,Scoot Henderson,"$9,770,880",POR,2024
8,Shaedon Sharpe,"$6,313,800",POR,2024
9,Kris Murray,"$2,847,480",POR,2024
10,Andrew Nicholson,"$2,844,430",POR,2024
11,Dalano Banton,"$2,019,706",POR,2024
12,Moses Brown,"$2,019,706",POR,2024
13,Duop Reath,"$1,951,220",POR,2024
14,Ish Wainright,"$1,927,896",POR,2024
15,Skylar Mays,"$1,799,163",POR,2024
16,Jabari Walker,"$1,719,864",POR,2024
17,Eric Bledsoe,"$1,300,000",POR,2024
18,Rayan Rupert,"$1,119,563",POR,2024
19,Toumani Camara,"$1,119,563",POR,2024
20,Marcos Louzada Silva,"$268,032",POR,2024
21,Ashton Hagans,"$103,550",POR,2024
22,Taze Moore,"$64,343",POR,2024
23,Taze Moore,"$6,434",POR,2024
24,Duop Reath,,POR,2024
25,Jamaree Bouyea,,POR,2024
26,John Butler,,POR,2024
27,Ibou Badji,,POR,2024
28,Skylar Mays,,POR,2024
29,Justin Minaya,,POR,2024
30,Ashton Hagans,,POR,2024
