Rk,Unnamed: 1,Salary,Team,Season
1,Lauri Markkanen,"$42,176,400",UTA,2025
2,John Collins,"$26,580,000",UTA,2025
3,Collin Sexton,"$18,350,000",UTA,2025
4,Jordan Clarkson,"$14,092,577",UTA,2025
5,KJ Martin,"$7,975,000",UTA,2025
6,Taylor Hendricks,"$5,848,680",UTA,2025
7,Cody Williams,"$5,469,120",UTA,2025
8,Keyonte George,"$4,084,200",UTA,2025
9,Jalen Hood-Schifino,"$3,879,840",UTA,2025
10,Svi Mykhailiuk,"$3,500,000",UTA,2025
11,Johnny Juzang,"$3,087,519",UTA,2025
12,Josh Richardson,"$3,051,153",UTA,2025
13,Kyle Filipowski,"$3,000,000",UTA,2025
14,Walker Kessler,"$2,965,920",UTA,2025
15,Brice Sensabaugh,"$2,571,480",UTA,2025
16,Isaiah Collier,"$2,512,680",UTA,2025
17,Russell Westbrook,"$2,327,525",UTA,2025
18,Mohamed Bamba,"$2,087,519",UTA,2025
19,Jaden Springer,"$634,437",UTA,2025
20,Jaden Springer,"$119,972",UTA,2025
21,Micah Potter,,UTA,2025
22,Oscar Tshiebwe,,UTA,2025
23,David Jones,,UTA,2025
24,Elijah Harkless,,UTA,2025
25,Taevion Kinsey,,UTA,2025
