Rk,Unnamed: 1,Salary,Team,Season
1,Damian Lillard,"$31,626,953",POR,2021
2,CJ McCollum,"$29,354,152",POR,2021
3,Jusuf NurkiÄ,"$12,888,889",POR,2021
4,Robert Covington,"$12,138,345",POR,2021
5,Norman Powell,"$10,865,952",POR,2021
6,Derrick Jones,"$9,258,000",POR,2021
7,Zach Collins,"$5,406,255",POR,2021
8,Enes Freedom,"$5,005,350",POR,2021
9,Andrew Nicholson,"$2,844,430",POR,2021
10,Anfernee Simons,"$2,252,040",POR,2021
11,Nassir Little,"$2,210,640",POR,2021
12,Anderson VarejÃ£o,"$1,913,345",POR,2021
13,Carmelo Anthony,"$1,620,564",POR,2021
14,Harry Giles,"$1,620,564",POR,2021
15,CJ Elleby,"$898,310",POR,2021
16,Rondae Hollis-Jefferson,"$432,891",POR,2021
17,T.J. Leaf,$0,POR,2021
18,Keljin Blevins,$0,POR,2021
