Rk,Unnamed: 1,Salary,Team,Season
1,Nikola JokiÄ,"$55,224,526",DEN,2026
2,Jamal Murray,"$46,394,100",DEN,2026
3,Aaron Gordon,"$22,841,455",DEN,2026
4,Cameron Johnson,"$21,057,065",DEN,2026
5,Jonas ValanÄiÅ«nas,"$10,395,000",DEN,2026
6,Zeke Nnaji,"$8,177,778",DEN,2026
7,Christian Braun,"$4,921,797",DEN,2026
8,Peyton Watson,"$4,356,476",DEN,2026
9,DaRon Holmes,"$3,218,760",DEN,2026
10,Julian Strawther,"$2,674,200",DEN,2026
11,Bruce Brown,"$2,296,274",DEN,2026
12,Tim Hardaway Jr.,"$2,296,274",DEN,2026
13,Jalen Pickett,"$2,221,677",DEN,2026
14,Spencer Jones,"$623,967",DEN,2026
