Rk,Unnamed: 1,Salary,Team,Season
1,Tyrese Haliburton,"$45,550,512",IND,2026
2,Pascal Siakam,"$45,550,512",IND,2026
3,Ivica Zubac,"$18,893,980",IND,2026
4,Andrew Nembhard,"$18,102,000",IND,2026
5,Obi Toppin,"$14,000,000",IND,2026
6,Aaron Nesmith,"$11,000,000",IND,2026
7,T.J. McConnell,"$10,200,000",IND,2026
8,Jarace Walker,"$6,665,520",IND,2026
9,Tony Bradley,"$2,940,876",IND,2026
10,Ben Sheppard,"$2,790,720",IND,2026
11,Kobe Brown,"$2,654,880",IND,2026
12,Jay Huff,"$2,349,578",IND,2026
13,Johnny Furphy,"$1,955,377",IND,2026
14,Micah Potter,"$1,527,805",IND,2026
15,Kam Jones,"$1,272,870",IND,2026
16,James Wiseman,"$1,000,000",IND,2026
17,Jeremiah Robinson-Earl,"$325,365",IND,2026
18,Monte Morris,"$321,184",IND,2026
19,Garrison Mathews,"$297,355",IND,2026
20,Mac McClung,"$164,060",IND,2026
21,Jeremiah Robinson-Earl,"$131,970",IND,2026
22,Cody Martin,"$131,970",IND,2026
23,Jeremiah Robinson-Earl,"$131,970",IND,2026
24,Garrison Mathews,"$131,970",IND,2026
25,Garrison Mathews,"$131,970",IND,2026
26,James Wiseman,"$131,970",IND,2026
27,Tony Bradley,"$131,970",IND,2026
28,Tony Bradley,"$131,970",IND,2026
29,Gabe McGlothan,"$73,153",IND,2026
