Rk,Unnamed: 1,Salary,Team,Season
1,Anthony Davis,"$54,126,450",WAS,2026
2,Trae Young,"$46,394,100",WAS,2026
3,Marcus Smart,"$14,786,855",WAS,2026
4,Alex Sarr,"$11,808,240",WAS,2026
5,Tre Johnson,"$8,237,640",WAS,2026
6,Bilal Coulibaly,"$7,275,600",WAS,2026
7,Jaden Hardy,"$6,000,000",WAS,2026
8,D'Angelo Russell,"$5,685,000",WAS,2026
9,Bub Carrington,"$4,677,600",WAS,2026
10,Cam Whitmore,"$3,539,760",WAS,2026
11,Will Riley,"$3,512,520",WAS,2026
12,Blake Wesley,"$3,347,458",WAS,2026
13,Kyshawn George,"$2,966,760",WAS,2026
14,Dillon Jones,"$2,753,280",WAS,2026
15,Justin Champagnie,"$2,349,578",WAS,2026
16,Anthony Gill,"$2,296,274",WAS,2026
17,Dant̩ Exum,"$2,296,274",WAS,2026
18,Skal Labissi̬re,"$131,970",WAS,2026
19,Alondes Williams,"$131,970",WAS,2026
20,Keshon Gilbert,"$73,153",WAS,2026
21,Kadary Richmond,"$73,153",WAS,2026
