Rk,Unnamed: 1,Salary,Team,Season
1,Tim Hardaway,"$21,306,816",DAL,2022
2,Spencer Dinwiddie,"$17,142,857",DAL,2022
3,DÄvis BertÄns,"$16,000,000",DAL,2022
4,Dwight Powell,"$11,080,125",DAL,2022
5,Luka DonÄiÄ,"$10,174,391",DAL,2022
6,Reggie Bullock,"$9,536,000",DAL,2022
7,Maxi Kleber,"$8,750,000",DAL,2022
8,Willie Cauley-Stein,"$4,100,000",DAL,2022
9,Dorian Finney-Smith,"$4,000,000",DAL,2022
10,Boban MarjanoviÄ,"$3,500,000",DAL,2022
11,Trey Burke,"$3,150,000",DAL,2022
12,Sterling Brown,"$3,000,000",DAL,2022
13,Josh Green,"$2,957,520",DAL,2022
14,Jalen Brunson,"$1,802,057",DAL,2022
15,Frank Ntilikina,"$1,789,256",DAL,2022
16,Moses Brown,"$1,701,593",DAL,2022
17,Tyrell Terry,"$1,517,981",DAL,2022
18,Marquese Chriss,"$1,292,900",DAL,2022
19,Brandon Knight,"$276,038",DAL,2022
20,Theo Pinson,"$197,076",DAL,2022
21,Isaiah Thomas,"$138,019",DAL,2022
22,Charlie Brown,"$95,930",DAL,2022
23,George King,"$85,578",DAL,2022
24,Carlik Jones,"$53,176",DAL,2022
25,Moses Wright,$0,DAL,2022
26,Eugene Omoruyi,$0,DAL,2022
27,JaQuori McLaughlin,$0,DAL,2022
28,Nate Hinton,$0,DAL,2022
