Rk,Unnamed: 1,Salary,Team,Season
1,John Wall,"$44,310,840",HOU,2022
2,Eric Gordon,"$18,218,818",HOU,2022
3,Christian Wood,"$13,666,667",HOU,2022
4,Jalen Green,"$8,992,200",HOU,2022
5,D.J. Augustin,"$7,000,000",HOU,2022
6,Dennis SchrÃ¶der,"$5,890,000",HOU,2022
7,David Nwaba,"$4,650,000",HOU,2022
8,Sekou Doumbouya,"$3,613,680",HOU,2022
9,Alperen ÅengÃ¼n,"$3,214,680",HOU,2022
10,Enes Freedom,"$2,641,691",HOU,2022
11,Usman Garuba,"$2,353,320",HOU,2022
12,Josh Christopher,"$2,259,240",HOU,2022
13,Garrison Mathews,"$2,000,000",HOU,2022
14,Bruno Fernando,"$1,782,621",HOU,2022
15,Kevin Porter,"$1,782,621",HOU,2022
16,Kenyon Martin,"$1,517,981",HOU,2022
17,Jae'Sean Tate,"$1,517,981",HOU,2022
18,Armoni Brooks,"$1,489,065",HOU,2022
19,Danuel House,"$1,387,498",HOU,2022
20,Daishen Nix,"$612,000",HOU,2022
21,Troy Williams,"$122,741",HOU,2022
22,DeJon Jarreau,"$53,176",HOU,2022
23,Mfiondu Kabengele,"$19,186",HOU,2022
24,Anthony Lamb,$0,HOU,2022
25,Trevelin Queen,$0,HOU,2022
26,Tyler Bey,$0,HOU,2022
