Rk,Unnamed: 1,Salary,Team,Season
1,Bradley Beal,"$43,279,250",WAS,2023
2,Kristaps PorziÅÄ£is,"$33,833,400",WAS,2023
3,Will Barton,"$14,375,000",WAS,2023
4,Kyle Kuzma,"$13,000,000",WAS,2023
5,Monte Morris,"$9,125,000",WAS,2023
6,Delon Wright,"$7,804,878",WAS,2023
7,Kendrick Nunn,"$5,250,000",WAS,2023
8,Deni Avdija,"$4,916,160",WAS,2023
9,Johnny Davis,"$4,810,320",WAS,2023
10,Corey Kispert,"$3,552,840",WAS,2023
11,Daniel Gafford,"$1,930,681",WAS,2023
12,Anthony Gill,"$1,836,090",WAS,2023
13,Taj Gibson,"$1,836,090",WAS,2023
14,Vernon Carey,"$1,782,621",WAS,2023
15,Isaiah Todd,"$1,575,000",WAS,2023
16,Jordan Goodwin,"$900,000",WAS,2023
17,Xavier Cooks,"$140,384",WAS,2023
18,Jamaree Bouyea,"$58,493",WAS,2023
19,Jordan Goodwin,,WAS,2023
20,Jordan Schakel,,WAS,2023
21,Devon Dotson,,WAS,2023
22,Quenton Jackson,,WAS,2023
23,Jay Huff,,WAS,2023
