Rk,Unnamed: 1,Salary,Team,Season
1,RJ Barrett,"$23,883,929",TOR,2024
2,Bruce Brown,"$22,000,000",TOR,2024
3,Spencer Dinwiddie,"$20,357,143",TOR,2024
4,Jakob Poeltl,"$19,500,000",TOR,2024
5,Gary Trent,"$18,560,000",TOR,2024
6,Kelly Olynyk,"$12,195,122",TOR,2024
7,Chris Boucher,"$11,750,000",TOR,2024
8,Scottie Barnes,"$8,008,680",TOR,2024
9,Gradey Dick,"$4,536,720",TOR,2024
10,Jalen McDaniels,"$4,516,000",TOR,2024
11,Immanuel Quickley,"$4,171,548",TOR,2024
12,Ochai Agbaji,"$4,114,200",TOR,2024
13,Jordan Nwora,"$3,000,000",TOR,2024
14,Garrett Temple,"$2,019,706",TOR,2024
15,Christian Koloko,"$1,719,864",TOR,2024
16,Javon Freeman-Liberty,"$289,542",TOR,2024
17,Kobi Simmons,"$116,075",TOR,2024
18,Jahmi'us Ramsey,"$116,075",TOR,2024
19,Justise Winslow,"$116,075",TOR,2024
20,Jahmi'us Ramsey,"$116,075",TOR,2024
21,Malik Williams,"$64,343",TOR,2024
22,Mouhamadou Gueye,"$64,343",TOR,2024
23,D.J. Carton,"$64,343",TOR,2024
24,Malik Williams,"$12,869",TOR,2024
25,D.J. Carton,,TOR,2024
26,Mouhamadou Gueye,,TOR,2024
27,Jontay Porter,,TOR,2024
28,Javon Freeman-Liberty,,TOR,2024
29,Ron Harper,,TOR,2024
30,Markquis Nowell,,TOR,2024
