Rk,Unnamed: 1,Salary,Team,Season
1,Pascal Siakam,"$33,003,936",TOR,2022
2,Fred VanVleet,"$19,675,926",TOR,2022
3,OG Anunoby,"$16,071,429",TOR,2022
4,Gary Trent,"$16,000,000",TOR,2022
5,Thaddeus Young,"$14,190,000",TOR,2022
6,Scottie Barnes,"$7,280,400",TOR,2022
7,Chris Boucher,"$7,020,000",TOR,2022
8,Khem Birch,"$6,350,000",TOR,2022
9,Precious Achiuwa,"$2,711,280",TOR,2022
10,Malachi Flynn,"$2,048,040",TOR,2022
11,Drew Eubanks,"$1,762,796",TOR,2022
12,Yuta Watanabe,"$1,762,796",TOR,2022
13,Svi Mykhailiuk,"$1,729,217",TOR,2022
14,Isaac Bonga,"$1,729,217",TOR,2022
15,Dalano Banton,"$925,258",TOR,2022
16,Armoni Brooks,"$421,156",TOR,2022
17,Sam Dekker,"$350,000",TOR,2022
18,D.J. Wilson,"$308,493",TOR,2022
19,Ish Wainright,"$250,000",TOR,2022
20,Juwan Morgan,"$95,930",TOR,2022
21,Tremont Waters,"$95,930",TOR,2022
22,Daniel Oturu,"$85,578",TOR,2022
23,David Johnson,$0,TOR,2022
24,Justin Champagnie,$0,TOR,2022
