Rk,Unnamed: 1,Salary,Team,Season
1,Goran DragiÄ,"$18,620,165",SAS,2022
2,Dejounte Murray,"$15,428,880",SAS,2022
3,Doug McDermott,"$13,750,000",SAS,2022
4,Josh Richardson,"$11,615,328",SAS,2022
5,Al-Farouq Aminu,"$10,183,800",SAS,2022
6,TomÃ¡Å¡ SatoranskÃ½,"$9,531,881",SAS,2022
7,Jakob Poeltl,"$8,750,000",SAS,2022
8,Zach Collins,"$7,000,000",SAS,2022
9,Lonnie Walker,"$4,447,896",SAS,2022
10,Devin Vassell,"$4,235,160",SAS,2022
11,Chandler Hutchison,"$4,019,459",SAS,2022
12,Joshua Primo,"$3,946,800",SAS,2022
13,Romeo Langford,"$3,804,360",SAS,2022
14,Luka Å amaniÄ,"$2,959,080",SAS,2022
15,Keldon Johnson,"$2,145,720",SAS,2022
16,Keita Bates-Diop,"$1,729,217",SAS,2022
17,Tre Jones,"$1,517,981",SAS,2022
18,DeMarre Carroll,"$1,242,340",SAS,2022
19,Jock Landale,"$925,258",SAS,2022
20,Devontae Cacok,"$364,533",SAS,2022
21,Joe Wieskamp,"$202,068",SAS,2022
22,Tyler Johnson,"$128,709",SAS,2022
23,Jaylen Morris,"$95,930",SAS,2022
24,Anthony Lamb,"$85,578",SAS,2022
25,D. J. Stewart,$0,SAS,2022
26,Robert Woodard,$0,SAS,2022
