Rk,Unnamed: 1,Salary,Team,Season
1,Stephen Curry,"$59,606,817",GSW,2026
2,Jimmy Butler,"$54,126,450",GSW,2026
3,Kristaps PorziÅÄ£is,"$30,731,707",GSW,2026
4,Draymond Green,"$25,892,857",GSW,2026
5,Moses Moody,"$11,574,075",GSW,2026
6,Al Horford,"$5,685,000",GSW,2026
7,Brandin Podziemski,"$3,687,960",GSW,2026
8,De'Anthony Melton,"$3,080,921",GSW,2026
9,Gary Payton II,"$2,296,274",GSW,2026
10,Gui Santos,"$2,221,677",GSW,2026
11,Quinten Post,"$1,955,377",GSW,2026
12,Seth Curry,"$1,755,198",GSW,2026
13,Will Richard,"$1,272,870",GSW,2026
14,Pat Spencer,"$857,804",GSW,2026
