Rk,Unnamed: 1,Salary,Team,Season
1,Damian Lillard,"$42,492,492",POR,2023
2,Anfernee Simons,"$22,321,429",POR,2023
3,Jerami Grant,"$20,955,000",POR,2023
4,Jusuf NurkiÄ,"$15,625,000",POR,2023
5,Shaedon Sharpe,"$6,012,960",POR,2023
6,Cam Reddish,"$5,954,454",POR,2023
7,Matisse Thybulle,"$4,379,527",POR,2023
8,Nassir Little,"$4,171,548",POR,2023
9,Justise Winslow,"$4,097,561",POR,2023
10,Kevin Knox,"$3,000,000",POR,2023
11,Andrew Nicholson,"$2,844,430",POR,2023
12,Keon Johnson,"$2,681,040",POR,2023
13,Ryan Arcidiacono,"$1,836,090",POR,2023
14,Drew Eubanks,"$1,836,090",POR,2023
15,Greg Brown,"$1,563,518",POR,2023
16,Trendon Watford,"$1,563,518",POR,2023
17,Eric Bledsoe,"$1,300,000",POR,2023
18,Jabari Walker,"$1,017,781",POR,2023
19,Marcos Louzada Silva,"$268,032",POR,2023
20,Shaquille Harrison,"$105,522",POR,2023
21,Skylar Mays,"$105,522",POR,2023
22,Jeenathan Williams,"$52,644",POR,2023
23,Justin Minaya,"$35,096",POR,2023
24,Skylar Mays,"$10,552",POR,2023
25,Chance Comanche,"$5,849",POR,2023
26,Olivier Sarr,,POR,2023
27,John Butler,,POR,2023
28,Ibou Badji,,POR,2023
