Rk,Unnamed: 1,Salary,Team,Season
1,Damian Lillard,"$39,344,900",POR,2022
2,Eric Bledsoe,"$18,125,000",POR,2022
3,Joe Ingles,"$12,436,364",POR,2022
4,Jusuf NurkiÄ,"$12,000,000",POR,2022
5,Josh Hart,"$12,000,000",POR,2022
6,Anfernee Simons,"$3,938,818",POR,2022
7,Justise Winslow,"$3,902,439",POR,2022
8,Andrew Nicholson,"$2,844,430",POR,2022
9,Keon Johnson,"$2,553,240",POR,2022
10,Cody Zeller,"$2,389,641",POR,2022
11,Ben McLemore,"$2,389,641",POR,2022
12,Nassir Little,"$2,316,240",POR,2022
13,Dennis Smith,"$1,789,256",POR,2022
14,Marcos Louzada Silva,"$1,786,878",POR,2022
15,Elijah Hughes,"$1,517,981",POR,2022
16,CJ Elleby,"$1,517,981",POR,2022
17,Greg Brown,"$925,258",POR,2022
18,Drew Eubanks,"$477,024",POR,2022
19,Trendon Watford,"$436,482",POR,2022
20,Kris Dunn,"$312,079",POR,2022
21,Reggie Perry,"$188,272",POR,2022
22,Cameron McGriff,"$53,176",POR,2022
23,Jarron Cumberland,"$53,176",POR,2022
24,Brandon Williams,"$53,176",POR,2022
25,Keljin Blevins,$0,POR,2022
