Rk,Unnamed: 1,Salary,Team,Season
1,Stephen Curry,"$51,915,615",GSW,2024
2,Klay Thompson,"$43,219,440",GSW,2024
3,Chris Paul,"$30,800,000",GSW,2024
4,Andrew Wiggins,"$24,330,357",GSW,2024
5,Draymond Green,"$22,321,429",GSW,2024
6,Gary Payton,"$8,715,000",GSW,2024
7,Kevon Looney,"$7,500,000",GSW,2024
8,Jonathan Kuminga,"$6,012,840",GSW,2024
9,Moses Moody,"$3,918,480",GSW,2024
10,Brandin Podziemski,"$3,352,440",GSW,2024
11,Dario Å ariÄ,"$2,019,706",GSW,2024
12,Trayce Jackson-Davis,"$1,119,563",GSW,2024
13,Gui Santos,"$1,029,483",GSW,2024
14,Lester Quinones,"$548,815",GSW,2024
15,Usman Garuba,"$11,608",GSW,2024
16,Lester Quinones,,GSW,2024
17,Usman Garuba,,GSW,2024
18,Jerome Robinson,,GSW,2024
19,Pat Spencer,,GSW,2024
