Rk,Unnamed: 1,Salary,Team,Season
1,Cade Cunningham,"$46,394,100",DET,2026
2,Tobias Harris,"$26,634,146",DET,2026
3,Kevin Huerter,"$17,991,071",DET,2026
4,Duncan Robinson,"$16,834,692",DET,2026
5,Isaiah Stewart,"$15,000,000",DET,2026
6,Caris LeVert,"$14,104,000",DET,2026
7,Ausar Thompson,"$8,775,000",DET,2026
8,Ron Holland,"$8,657,280",DET,2026
9,Jalen Duren,"$6,483,144",DET,2026
10,Dario Å ariÄ,"$5,426,400",DET,2026
11,Paul Reed,"$5,335,894",DET,2026
12,Daniss Jenkins,"$3,809,524",DET,2026
13,Marcus Sasser,"$2,886,720",DET,2026
14,Javonte Green,"$2,296,274",DET,2026
15,Isaac Jones,"$1,955,377",DET,2026
16,Bobi Klintman,"$1,955,377",DET,2026
17,Chaz Lanier,"$1,372,870",DET,2026
