Rk,Unnamed: 1,Salary,Team,Season
1,Tobias Harris,"$25,365,854",DET,2025
2,Tim Hardaway,"$16,193,183",DET,2025
3,Isaiah Stewart,"$15,000,000",DET,2025
4,Cade Cunningham,"$13,940,809",DET,2025
5,Dennis Schr̦der,"$13,025,250",DET,2025
6,Ausar Thompson,"$8,376,000",DET,2025
7,Ron Holland,"$8,245,320",DET,2025
8,Jaden Ivey,"$7,977,240",DET,2025
9,Simone Fontecchio,"$7,692,308",DET,2025
10,Malik Beasley,"$6,000,000",DET,2025
11,Jalen Duren,"$4,536,840",DET,2025
12,Marcus Sasser,"$2,755,080",DET,2025
13,Dewayne Dedmon,"$2,748,674",DET,2025
14,Wendell Moore,"$2,537,040",DET,2025
15,Paul Reed,"$2,485,563",DET,2025
16,Lindy Waters,"$2,196,970",DET,2025
17,Paul Reed,"$1,427,671",DET,2025
18,Bobi Klintman,"$1,257,153",DET,2025
19,Javante McCoy,"$47,265",DET,2025
20,Daniss Jenkins,,DET,2025
21,Cole Swider,,DET,2025
22,Alondes Williams,,DET,2025
23,Tolu Smith,,DET,2025
24,Ron Harper,,DET,2025
