Rk,Unnamed: 1,Salary,Team,Season
1,Keldon Johnson,"$20,000,000",SAS,2024
2,Marcus Morris,"$17,116,279",SAS,2024
3,Victor Wembanyama,"$12,160,680",SAS,2024
4,Devonte' Graham,"$12,100,000",SAS,2024
5,Reggie Bullock,"$11,014,080",SAS,2024
6,Tre Jones,"$9,895,833",SAS,2024
7,Zach Collins,"$7,700,000",SAS,2024
8,Khem Birch,"$6,985,000",SAS,2024
9,Cedi Osman,"$6,718,842",SAS,2024
10,Cameron Payne,"$6,500,000",SAS,2024
11,Devin Vassell,"$5,887,899",SAS,2024
12,Jeremy Sochan,"$5,316,960",SAS,2024
13,Joshua Primo,"$4,341,600",SAS,2024
14,Malaki Branham,"$3,071,880",SAS,2024
15,Julian Champagnie,"$3,000,000",SAS,2024
16,Charles Bassey,"$2,600,000",SAS,2024
17,Blake Wesley,"$2,504,640",SAS,2024
18,Sandro Mamukelashvili,"$2,019,706",SAS,2024
19,Sidy Cissoko,"$1,119,563",SAS,2024
20,Dominick Barlow,"$455,620",SAS,2024
21,Lamar Stevens,"$400,000",SAS,2024
22,Sir'Jabari Rice,,SAS,2024
23,Dominick Barlow,,SAS,2024
24,Seth Millner,,SAS,2024
25,Charles Bediako,,SAS,2024
26,David Duke,,SAS,2024
27,Mamadi Diakite,,SAS,2024
28,Jamaree Bouyea,,SAS,2024
29,RaiQuan Gray,,SAS,2024
