Rk,Unnamed: 1,Salary,Team,Season
1,Stephen Curry,"$48,070,014",GSW,2023
2,Klay Thompson,"$40,600,080",GSW,2023
3,Andrew Wiggins,"$33,616,770",GSW,2023
4,Draymond Green,"$25,806,468",GSW,2023
5,Gary Payton,"$8,300,000",GSW,2023
6,Kevon Looney,"$8,000,000",GSW,2023
7,Jonathan Kuminga,"$5,739,840",GSW,2023
8,Donte DiVincenzo,"$4,500,000",GSW,2023
9,Jordan Poole,"$3,901,399",GSW,2023
10,Moses Moody,"$3,740,160",GSW,2023
11,Patrick Baldwin,"$2,226,000",GSW,2023
12,JaMychal Green,"$1,836,090",GSW,2023
13,Andre Iguodala,"$1,836,090",GSW,2023
14,Ryan Rollins,"$1,017,781",GSW,2023
15,Anthony Lamb,"$253,254",GSW,2023
16,Lester Quinones,"$58,493",GSW,2023
17,Lester Quinones,,GSW,2023
18,Quinndary Weatherspoon,,GSW,2023
19,Ty Jerome,,GSW,2023
20,Anthony Lamb,,GSW,2023
21,Lester Quinones,,GSW,2023
