Rk,Unnamed: 1,Salary,Team,Season
1,Myles Turner,"$35,069,500",IND,2023
2,Buddy Hield,"$21,177,750",IND,2023
3,Daniel Theis,"$8,694,369",IND,2023
4,T.J. McConnell,"$8,100,000",IND,2023
5,Bennedict Mathurin,"$6,586,800",IND,2023
6,Goga Bitadze,"$4,765,339",IND,2023
7,Jalen Smith,"$4,670,160",IND,2023
8,Tyrese Haliburton,"$4,215,120",IND,2023
9,George Hill,"$4,000,000",IND,2023
10,Chris Duarte,"$3,936,960",IND,2023
11,Aaron Nesmith,"$3,804,360",IND,2023
12,Jordan Nwora,"$2,800,000",IND,2023
13,Isaiah Jackson,"$2,573,760",IND,2023
14,Andrew Nembhard,"$2,244,111",IND,2023
15,Oshae Brissett,"$1,846,738",IND,2023
16,Serge Ibaka,"$1,836,090",IND,2023
17,James Johnson,"$1,836,090",IND,2023
18,Terry Taylor,"$1,563,518",IND,2023
19,Nik Stauskas,"$702,311",IND,2023
20,James Johnson,"$590,926",IND,2023
21,Juwan Morgan,"$576,230",IND,2023
22,Malik Fitts,"$555,217",IND,2023
23,Trevelin Queen,,IND,2023
24,Kendall Brown,,IND,2023
25,Gabe York,,IND,2023
