Rk,Unnamed: 1,Salary,Team,Season
1,Nikola JokiÄ,"$29,542,010",DEN,2021
2,Jamal Murray,"$27,285,000",DEN,2021
3,Aaron Gordon,"$18,136,364",DEN,2021
4,Will Barton,"$13,723,214",DEN,2021
5,Paul Millsap,"$10,000,000",DEN,2021
6,JaMychal Green,"$7,199,760",DEN,2021
7,JaVale McGee,"$4,200,000",DEN,2021
8,Michael Porter,"$3,550,800",DEN,2021
9,Facundo Campazzo,"$3,100,000",DEN,2021
10,Zeke Nnaji,"$2,379,840",DEN,2021
11,Bol Bol,"$2,058,240",DEN,2021
12,Gary Clark,"$2,000,000",DEN,2021
13,PJ Dozier,"$1,762,796",DEN,2021
14,Monte Morris,"$1,723,707",DEN,2021
15,Vlatko ÄanÄar,"$1,517,981",DEN,2021
16,Austin Rivers,"$299,694",DEN,2021
17,Greg Whittington,$0,DEN,2021
18,Markus Howard,$0,DEN,2021
19,Shaquille Harrison,$0,DEN,2021
