Rk,Unnamed: 1,Salary,Team,Season
1,Mike Conley,"$34,504,132",UTA,2021
2,Rudy Gobert,"$27,525,281",UTA,2021
3,Bojan BogdanoviÄ,"$17,661,000",UTA,2021
4,Jordan Clarkson,"$11,500,000",UTA,2021
5,Joe Ingles,"$10,863,637",UTA,2021
6,Derrick Favors,"$9,258,000",UTA,2021
7,Royce O'Neale,"$8,500,000",UTA,2021
8,Donovan Mitchell,"$5,195,501",UTA,2021
9,Udoka Azubuike,"$1,977,000",UTA,2021
10,Georges Niang,"$1,783,557",UTA,2021
11,Matt Thomas,"$1,517,981",UTA,2021
12,Miye Oni,"$1,517,981",UTA,2021
13,Juwan Morgan,"$1,517,981",UTA,2021
14,Elijah Hughes,"$898,310",UTA,2021
15,Shaquille Harrison,"$770,433",UTA,2021
16,Ersan Ä°lyasova,"$754,783",UTA,2021
17,Trent Forrest,$0,UTA,2021
18,Jarrell Brantley,$0,UTA,2021
