Rk,Unnamed: 1,Salary,Team,Season
1,Bojan BogdanoviÄ,"$19,550,000",DET,2023
2,Marvin Bagley,"$12,500,000",DET,2023
3,Cade Cunningham,"$10,552,800",DET,2023
4,Alec Burks,"$10,012,800",DET,2023
5,James Wiseman,"$9,603,360",DET,2023
6,Nerlens Noel,"$9,240,000",DET,2023
7,Kemba Walker,"$9,165,471",DET,2023
8,DeAndre Jordan,"$7,827,907",DET,2023
9,Jaden Ivey,"$7,252,200",DET,2023
10,Killian Hayes,"$5,837,760",DET,2023
11,Hamidou Diallo,"$5,200,000",DET,2023
12,Cory Joseph,"$5,155,500",DET,2023
13,Jalen Duren,"$4,124,280",DET,2023
14,Isaiah Stewart,"$3,433,320",DET,2023
15,Dewayne Dedmon,"$2,748,674",DET,2023
16,Rodney McGruder,"$1,836,090",DET,2023
17,Isaiah Livers,"$1,563,518",DET,2023
18,R.J. Hampton,"$485,403",DET,2023
19,Eugene Omoruyi,"$269,445",DET,2023
20,Eugene Omoruyi,"$94,136",DET,2023
21,Eugene Omoruyi,"$94,136",DET,2023
22,Stanley Umude,"$58,493",DET,2023
23,Buddy Boeheim,,DET,2023
24,Braxton Key,,DET,2023
25,Jared Rhoden,,DET,2023
