Rk,Unnamed: 1,Salary,Team,Season
1,John Wall,"$40,866,760",HOU,2023
2,Derrick Favors,"$10,183,800",HOU,2023
3,Danny Green,"$9,710,528",HOU,2023
4,Jalen Green,"$9,441,840",HOU,2023
5,Jabari Smith,"$8,882,640",HOU,2023
6,Jae'Sean Tate,"$7,065,217",HOU,2023
7,John Wall,"$6,479,000",HOU,2023
8,Justin Holiday,"$6,292,440",HOU,2023
9,Maurice Harkless,"$4,564,980",HOU,2023
10,Ty Jerome,"$4,220,057",HOU,2023
11,Boban MarjanoviÄ,"$3,500,000",HOU,2023
12,Alperen ÅengÃ¼n,"$3,375,360",HOU,2023
13,Tari Eason,"$3,359,160",HOU,2023
14,Kevin Porter,"$3,217,631",HOU,2023
15,Usman Garuba,"$2,471,160",HOU,2023
16,Josh Christopher,"$2,372,160",HOU,2023
17,TyTy Washington,"$2,210,040",HOU,2023
18,ThÃ©o Maledon,"$1,900,000",HOU,2023
19,Frank Kaminsky,"$1,836,090",HOU,2023
20,Kenyon Martin,"$1,782,621",HOU,2023
21,Daishen Nix,"$1,563,518",HOU,2023
22,Boban MarjanoviÄ,"$601,478",HOU,2023
23,D.J. Augustin,"$333,333",HOU,2023
24,D.J. Augustin,"$189,940",HOU,2023
25,Troy Williams,"$122,741",HOU,2023
26,Willie Cauley-Stein,"$105,522",HOU,2023
27,Willie Cauley-Stein,"$10,552",HOU,2023
28,Bruno Fernando,,HOU,2023
29,Darius Days,,HOU,2023
30,Trevor Hudgins,,HOU,2023
