Rk,Unnamed: 1,Salary,Team,Season
1,De'Aaron Fox,"$28,103,500",SAC,2022
2,Harrison Barnes,"$20,284,091",SAC,2022
3,Domantas Sabonis,"$18,500,000",SAC,2022
4,Jeremy Lamb,"$10,500,000",SAC,2022
5,Richaun Holmes,"$10,384,500",SAC,2022
6,Justin Holiday,"$6,006,420",SAC,2022
7,Josh Jackson,"$5,005,350",SAC,2022
8,Donte DiVincenzo,"$4,675,830",SAC,2022
9,Davion Mitchell,"$4,603,200",SAC,2022
10,Maurice Harkless,"$4,347,600",SAC,2022
11,Terence Davis,"$4,000,000",SAC,2022
12,Alex Len,"$3,732,000",SAC,2022
13,Trey Lyles,"$2,500,000",SAC,2022
14,Damian Jones,"$1,977,011",SAC,2022
15,Chimezie Metu,"$1,762,796",SAC,2022
16,Jahmi'us Ramsey,"$1,517,981",SAC,2022
17,Robert Woodard,"$1,517,981",SAC,2022
18,Emmanuel Mudiay,"$111,457",SAC,2022
19,Justin Robinson,"$94,304",SAC,2022
20,Ade Murkey,"$53,176",SAC,2022
21,Louis King,$0,SAC,2022
22,Neemias Queta,$0,SAC,2022
