Rk,Unnamed: 1,Salary,Team,Season
1,De'Aaron Fox,"$32,600,060",SAC,2024
2,Domantas Sabonis,"$30,600,000",SAC,2024
3,Harrison Barnes,"$17,000,000",SAC,2024
4,Kevin Huerter,"$15,669,643",SAC,2024
5,Malik Monk,"$9,945,830",SAC,2024
6,Keegan Murray,"$8,409,000",SAC,2024
7,Trey Lyles,"$8,000,000",SAC,2024
8,Aleksandar Vezenkov,"$6,341,464",SAC,2024
9,Davion Mitchell,"$5,063,640",SAC,2024
10,Chris Duarte,"$4,124,400",SAC,2024
11,Robin Lopez,"$2,019,706",SAC,2024
12,JaVale McGee,"$2,019,706",SAC,2024
13,Alex Len,"$2,019,706",SAC,2024
14,Colby Jones,"$2,019,706",SAC,2024
15,Kessler Edwards,"$1,927,896",SAC,2024
16,Keon Ellis,"$683,430",SAC,2024
17,Filip PetruÅ¡ev,"$559,782",SAC,2024
18,Juan Toscano-Anderson,"$323,506",SAC,2024
19,Nerlens Noel,"$300,000",SAC,2024
20,Neemias Queta,"$250,000",SAC,2024
21,Juan Toscano-Anderson,"$116,075",SAC,2024
22,Keon Ellis,,SAC,2024
23,Jalen Slawson,,SAC,2024
24,Jordan Ford,,SAC,2024
25,Mason Jones,,SAC,2024
