Rk,Unnamed: 1,Salary,Team,Season
1,Pascal Siakam,"$30,559,200",TOR,2021
2,Kyle Lowry,"$30,500,000",TOR,2021
3,Fred VanVleet,"$21,250,000",TOR,2021
4,Rodney Hood,"$10,047,450",TOR,2021
5,Aron Baynes,"$7,000,000",TOR,2021
6,Chris Boucher,"$6,500,000",TOR,2021
7,Patrick McCaw,"$4,000,000",TOR,2021
8,OG Anunoby,"$3,872,215",TOR,2021
9,Stanley Johnson,"$3,804,150",TOR,2021
10,Alex Len,"$2,258,000",TOR,2021
11,Malachi Flynn,"$1,950,600",TOR,2021
12,DeAndre' Bembry,"$1,737,145",TOR,2021
13,Gary Trent,"$1,663,861",TOR,2021
14,Paul Watson,"$1,445,697",TOR,2021
15,Khem Birch,"$410,691",TOR,2021
16,Yuta Watanabe,"$321,893",TOR,2021
17,Oshae Brissett,"$300,000",TOR,2021
18,Freddie Gillespie,"$239,959",TOR,2021
19,Henry Ellenson,"$160,998",TOR,2021
20,Donta Hall,"$99,020",TOR,2021
21,Jalen Harris,$0,TOR,2021
