Rk,Unnamed: 1,Salary,Team,Season
1,John Collins,"$25,340,000",UTA,2024
2,Jordan Clarkson,"$23,487,629",UTA,2024
3,Collin Sexton,"$17,325,000",UTA,2024
4,Lauri Markkanen,"$17,259,999",UTA,2024
5,Talen Horton-Tucker,"$11,020,000",UTA,2024
6,Otto Porter,"$6,300,000",UTA,2024
7,Kira Lewis,"$5,722,116",UTA,2024
8,Taylor Hendricks,"$5,569,920",UTA,2024
9,Keyonte George,"$3,889,800",UTA,2024
10,Walker Kessler,"$2,831,160",UTA,2024
11,Omer Yurtseven,"$2,800,000",UTA,2024
12,Kris Dunn,"$2,586,665",UTA,2024
13,Brice Sensabaugh,"$2,448,600",UTA,2024
14,Luka Å amaniÄ,"$2,066,585",UTA,2024
15,Kevin Knox,"$1,845,593",UTA,2024
16,Kenneth Lofton,"$500,000",UTA,2024
17,Darius Bazley,"$500,000",UTA,2024
18,Taevion Kinsey,"$64,343",UTA,2024
19,Joey Hauser,,UTA,2024
20,Johnny Juzang,,UTA,2024
21,Josh Christopher,,UTA,2024
22,Micah Potter,,UTA,2024
23,Jason Preston,,UTA,2024
