Rk,Unnamed: 1,Salary,Team,Season
1,Blake Griffin,"$32,670,565",DET,2021
2,Jerami Grant,"$19,050,000",DET,2021
3,Cory Joseph,"$12,600,000",DET,2021
4,Mason Plumlee,"$8,000,000",DET,2021
5,Dennis Smith,"$5,686,677",DET,2021
6,Killian Hayes,"$5,307,120",DET,2021
7,Rodney McGruder,"$5,192,307",DET,2021
8,Josh Jackson,"$4,767,000",DET,2021
9,Sekou Doumbouya,"$3,449,400",DET,2021
10,Isaiah Stewart,"$3,121,080",DET,2021
11,Dewayne Dedmon,"$2,866,667",DET,2021
12,Saddiq Bey,"$2,689,920",DET,2021
13,Wayne Ellington,"$2,564,753",DET,2021
14,DÅ¾anan Musa,"$2,002,800",DET,2021
15,Jahlil Okafor,"$1,882,867",DET,2021
16,Hamidou Diallo,"$1,663,861",DET,2021
17,Deividas Sirvydis,"$898,310",DET,2021
18,Tyler Cook,"$594,121",DET,2021
19,Frank Jackson,$0,DET,2021
20,Saben Lee,$0,DET,2021
