Rk,Unnamed: 1,Salary,Team,Season
1,John Wall,"$41,254,920",HOU,2021
2,Eric Gordon,"$16,869,276",HOU,2021
3,Christian Wood,"$13,015,874",HOU,2021
4,Kelly Olynyk,"$12,819,649",HOU,2021
5,Dante Exum,"$9,600,000",HOU,2021
6,D.J. Augustin,"$6,666,667",HOU,2021
7,Avery Bradley,"$5,635,000",HOU,2021
8,D.J. Wilson,"$4,548,280",HOU,2021
9,Danuel House,"$3,717,000",HOU,2021
10,Ben McLemore,"$2,283,034",HOU,2021
11,David Nwaba,"$1,824,003",HOU,2021
12,Kevin Porter,"$1,717,981",HOU,2021
13,Sterling Brown,"$1,620,564",HOU,2021
14,DeMarcus Cousins,"$1,620,564",HOU,2021
15,Chris Clemons,"$1,517,981",HOU,2021
16,Jae'Sean Tate,"$1,445,967",HOU,2021
17,Kenyon Martin,"$898,310",HOU,2021
18,Bruno Caboclo,"$361,256",HOU,2021
19,Khyri Thomas,"$360,998",HOU,2021
20,Troy Williams,"$122,741",HOU,2021
21,Mason Jones,"$61,528",HOU,2021
22,Jerian Grant,"$50,000",HOU,2021
23,Cameron Oliver,"$43,070",HOU,2021
24,Cameron Reynolds,"$33,299",HOU,2021
25,Justin Patton,$0,HOU,2021
26,Anthony Lamb,$0,HOU,2021
27,Armoni Brooks,$0,HOU,2021
