Rk,Unnamed: 1,Salary,Team,Season
1,Luka DonÄiÄ,"$40,064,220",DAL,2024
2,Kyrie Irving,"$37,037,037",DAL,2024
3,Tim Hardaway,"$17,897,728",DAL,2024
4,P.J. Washington,"$16,847,826",DAL,2024
5,Daniel Gafford,"$12,402,000",DAL,2024
6,Maxi Kleber,"$11,000,000",DAL,2024
7,Dereck Lively,"$4,775,640",DAL,2024
8,Josh Green,"$4,765,339",DAL,2024
9,Dwight Powell,"$4,000,000",DAL,2024
10,Dante Exum,"$3,000,000",DAL,2024
11,Olivier-Maxence Prosper,"$2,733,720",DAL,2024
12,JaVale McGee,"$2,348,324",DAL,2024
13,Derrick Jones,"$2,019,706",DAL,2024
14,Markieff Morris,"$2,019,706",DAL,2024
15,Jaden Hardy,"$1,719,864",DAL,2024
16,A.J. Lawson,"$1,000,000",DAL,2024
17,Mike Miles,,DAL,2024
18,Greg Brown,,DAL,2024
19,Dexter Dennis,,DAL,2024
20,A.J. Lawson,,DAL,2024
21,Brandon Williams,,DAL,2024
22,Alex Fudge,,DAL,2024
