Rk,Unnamed: 1,Salary,Team,Season
1,Bradley Beal,"$33,724,200",WAS,2022
2,Kristaps PorziÅÄ£is,"$31,650,600",WAS,2022
3,Kentavious Caldwell-Pope,"$13,038,862",WAS,2022
4,Kyle Kuzma,"$13,000,000",WAS,2022
5,Thomas Bryant,"$8,666,667",WAS,2022
6,Rui Hachimura,"$4,916,160",WAS,2022
7,Deni Avdija,"$4,692,840",WAS,2022
8,Ish Smith,"$4,500,000",WAS,2022
9,Corey Kispert,"$3,383,640",WAS,2022
10,Raul Neto,"$2,089,448",WAS,2022
11,Daniel Gafford,"$1,782,621",WAS,2022
12,Anthony Gill,"$1,517,981",WAS,2022
13,Vernon Carey,"$1,517,981",WAS,2022
14,Isaiah Todd,"$1,500,000",WAS,2022
15,TomÃ¡Å¡ SatoranskÃ½,"$468,119",WAS,2022
16,Greg Monroe,"$138,019",WAS,2022
17,Alize Johnson,"$99,380",WAS,2022
18,Brad Wanamaker,"$99,380",WAS,2022
19,Tremont Waters,"$95,930",WAS,2022
20,Jordan Goodwin,"$53,176",WAS,2022
21,Jaime Echenique,"$53,176",WAS,2022
22,Jordan Schakel,"$53,176",WAS,2022
23,Craig Sword,"$53,176",WAS,2022
24,Cassius Winston,$0,WAS,2022
25,Joel Ayayi,$0,WAS,2022
