Rk,Unnamed: 1,Salary,Team,Season
1,Stephen Curry,"$45,780,966",GSW,2022
2,Klay Thompson,"$37,980,720",GSW,2022
3,Andrew Wiggins,"$31,579,390",GSW,2022
4,Draymond Green,"$24,026,712",GSW,2022
5,James Wiseman,"$9,166,800",GSW,2022
6,Jonathan Kuminga,"$5,466,360",GSW,2022
7,Kevon Looney,"$5,178,572",GSW,2022
8,Moses Moody,"$3,562,080",GSW,2022
9,Andre Iguodala,"$2,641,691",GSW,2022
10,Otto Porter,"$2,389,641",GSW,2022
11,Jordan Poole,"$2,161,440",GSW,2022
12,Nemanja Bjelica,"$2,089,448",GSW,2022
13,Gary Payton,"$1,939,350",GSW,2022
14,Damion Lee,"$1,910,860",GSW,2022
15,Juan Toscano-Anderson,"$1,701,593",GSW,2022
16,Shaun Livingston,"$666,667",GSW,2022
17,Quinndary Weatherspoon,"$95,930",GSW,2022
18,Jeff Dowtin,$0,GSW,2022
19,Chris Chiozza,$0,GSW,2022
