Rk,Unnamed: 1,Salary,Team,Season
1,DeMar DeRozan,"$27,739,975",SAS,2021
2,LaMarcus Aldridge,"$16,750,000",SAS,2021
3,Rudy Gay,"$14,500,000",SAS,2021
4,Dejounte Murray,"$14,286,000",SAS,2021
5,Patty Mills,"$13,535,714",SAS,2021
6,Jakob Poeltl,"$8,101,852",SAS,2021
7,DeMarre Carroll,"$6,119,676",SAS,2021
8,Trey Lyles,"$5,500,000",SAS,2021
9,Devin Vassell,"$4,033,440",SAS,2021
10,Derrick White,"$3,516,284",SAS,2021
11,Lonnie Walker,"$2,892,000",SAS,2021
12,Luka Å amaniÄ,"$2,824,320",SAS,2021
13,Keldon Johnson,"$2,048,040",SAS,2021
14,Marquese Chriss,"$1,824,003",SAS,2021
15,Drew Eubanks,"$1,620,564",SAS,2021
16,DaQuan Jeffries,"$1,445,697",SAS,2021
17,Gorgui Dieng,"$1,000,000",SAS,2021
18,Tre Jones,"$898,310",SAS,2021
19,Cameron Reynolds,"$110,998",SAS,2021
20,Quinndary Weatherspoon,$0,SAS,2021
21,Keita Bates-Diop,$0,SAS,2021
