Rk,Unnamed: 1,Salary,Team,Season
1,Zach LaVine,"$44,531,940",SAC,2025
2,Domantas Sabonis,"$40,500,000",SAC,2025
3,DeMar DeRozan,"$23,400,000",SAC,2025
4,Malik Monk,"$17,405,203",SAC,2025
5,Jonas ValanÄiÅ«nas,"$9,900,000",SAC,2025
6,Keegan Murray,"$8,809,560",SAC,2025
7,Trey Lyles,"$8,000,000",SAC,2025
8,Devin Carter,"$4,689,000",SAC,2025
9,Jake LaRavia,"$3,352,680",SAC,2025
10,Keon Ellis,"$2,120,693",SAC,2025
11,Doug McDermott,"$2,087,519",SAC,2025
12,Jae Crowder,"$1,655,619",SAC,2025
13,Orlando Robinson,"$959,779",SAC,2025
14,Markelle Fultz,"$731,831",SAC,2025
15,Isaac Jones,"$152,957",SAC,2025
16,Daishen Nix,"$119,972",SAC,2025
17,Skal LabissiÃ¨re,"$119,972",SAC,2025
18,Terry Taylor,"$119,972",SAC,2025
19,Terence Davis,"$64,301",SAC,2025
20,Isiah Crawford,,SAC,2025
21,Isaac Jones,,SAC,2025
22,Mason Jones,,SAC,2025
