Rk,Unnamed: 1,Salary,Team,Season
1,Russell Westbrook,"$46,295,265",UTA,2023
2,Collin Sexton,"$16,500,000",UTA,2023
3,Lauri Markkanen,"$16,475,454",UTA,2023
4,Jordan Clarkson,"$13,340,000",UTA,2023
5,Kelly Olynyk,"$12,804,878",UTA,2023
6,Talen Horton-Tucker,"$10,260,000",UTA,2023
7,Rudy Gay,"$6,184,500",UTA,2023
8,Ochai Agbaji,"$3,918,360",UTA,2023
9,Simone Fontecchio,"$3,205,128",UTA,2023
10,Walker Kessler,"$2,696,400",UTA,2023
11,Leandro Bolmaro,"$2,471,160",UTA,2023
12,Stanley Johnson,"$2,351,521",UTA,2023
13,Damian Jones,"$2,298,385",UTA,2023
14,Udoka Azubuike,"$2,174,880",UTA,2023
15,Juan Toscano-Anderson,"$1,836,090",UTA,2023
16,Saben Lee,"$1,752,638",UTA,2023
17,Jared Butler,"$1,563,518",UTA,2023
18,Kris Dunn,"$735,819",UTA,2023
19,Luka Å amaniÄ,"$432,795",UTA,2023
20,Frank Jackson,"$105,522",UTA,2023
21,Kris Dunn,"$105,522",UTA,2023
22,Kris Dunn,"$105,522",UTA,2023
23,Jarrell Brantley,"$105,522",UTA,2023
24,Luka Å amaniÄ,"$105,522",UTA,2023
25,Vernon Carey,"$100,000",UTA,2023
26,Johnny Juzang,,UTA,2023
27,Micah Potter,,UTA,2023
