Rk,Unnamed: 1,Salary,Team,Season
1,Pascal Siakam,"$37,893,408",IND,2024
2,Myles Turner,"$20,975,000",IND,2024
3,Doug McDermott,"$13,750,000",IND,2024
4,T.J. McConnell,"$8,700,000",IND,2024
5,Daniel Theis,"$6,928,876",IND,2024
6,Bennedict Mathurin,"$6,916,080",IND,2024
7,Obi Toppin,"$6,803,012",IND,2024
8,Jarace Walker,"$6,059,520",IND,2024
9,Tyrese Haliburton,"$5,808,435",IND,2024
10,Aaron Nesmith,"$5,634,257",IND,2024
11,Furkan Korkmaz,"$5,370,370",IND,2024
12,Jalen Smith,"$5,043,773",IND,2024
13,Isaiah Jackson,"$2,696,280",IND,2024
14,Ben Sheppard,"$2,537,160",IND,2024
15,James Johnson,"$2,241,188",IND,2024
16,Andrew Nembhard,"$2,131,905",IND,2024
17,Cory Joseph,"$2,019,706",IND,2024
18,Kendall Brown,"$1,100,000",IND,2024
19,James Johnson,"$777,703",IND,2024
20,Nik Stauskas,"$702,311",IND,2024
21,Juwan Morgan,"$576,230",IND,2024
22,Malik Fitts,"$555,217",IND,2024
23,James Johnson,"$183,704",IND,2024
24,James Johnson,"$183,704",IND,2024
25,Isaiah Wong,,IND,2024
26,Oscar Tshiebwe,,IND,2024
27,Kendall Brown,,IND,2024
28,Quenton Jackson,,IND,2024
