Rk,Unnamed: 1,Salary,Team,Season
1,Pascal Siakam,"$42,176,400",IND,2025
2,Tyrese Haliburton,"$42,176,400",IND,2025
3,Myles Turner,"$19,928,500",IND,2025
4,Obi Toppin,"$12,975,000",IND,2025
5,Aaron Nesmith,"$11,000,000",IND,2025
6,T.J. McConnell,"$9,300,000",IND,2025
7,Bennedict Mathurin,"$7,245,720",IND,2025
8,Jarace Walker,"$6,362,520",IND,2025
9,Isaiah Jackson,"$4,435,381",IND,2025
10,Ben Sheppard,"$2,663,880",IND,2025
11,Thomas Bryant,"$2,087,519",IND,2025
12,James Johnson,"$2,087,519",IND,2025
13,Andrew Nembhard,"$2,019,699",IND,2025
14,Johnny Furphy,"$1,850,842",IND,2025
15,Nik Stauskas,"$702,310",IND,2025
16,Juwan Morgan,"$576,229",IND,2025
17,Malik Fitts,"$555,216",IND,2025
18,Tony Bradley,"$330,394",IND,2025
19,Moses Brown,"$306,660",IND,2025
20,Tony Bradley,"$150,179",IND,2025
21,Jahlil Okafor,"$119,972",IND,2025
22,Tony Bradley,"$119,972",IND,2025
23,Quenton Jackson,,IND,2025
24,Enrique Freeman,,IND,2025
25,RayJ Dennis,,IND,2025
