Rk,Unnamed: 1,Salary,Team,Season
1,Kyrie Irving,"$38,917,057",DAL,2023
2,Luka DonÄiÄ,"$37,096,500",DAL,2023
3,Tim Hardaway,"$19,602,273",DAL,2023
4,DÄvis BertÄns,"$16,000,000",DAL,2023
5,Christian Wood,"$14,317,459",DAL,2023
6,Dwight Powell,"$11,080,125",DAL,2023
7,Reggie Bullock,"$10,012,800",DAL,2023
8,Maxi Kleber,"$9,000,000",DAL,2023
9,JaVale McGee,"$5,461,219",DAL,2023
10,Josh Green,"$3,098,400",DAL,2023
11,Frank Ntilikina,"$2,036,318",DAL,2023
12,Theo Pinson,"$1,836,090",DAL,2023
13,Markieff Morris,"$1,836,090",DAL,2023
14,Jaden Hardy,"$1,017,781",DAL,2023
15,Kemba Walker,"$684,712",DAL,2023
16,Justin Holiday,"$569,821",DAL,2023
17,Facundo Campazzo,"$464,299",DAL,2023
18,Chris Silva,"$105,522",DAL,2023
19,Chris Silva,"$105,522",DAL,2023
20,Tyler Dorsey,,DAL,2023
21,McKinley Wright,,DAL,2023
22,A.J. Lawson,,DAL,2023
