Rk,Unnamed: 1,Salary,Team,Season
1,Deandre Ayton,"$34,005,126",POR,2025
2,Jerami Grant,"$29,793,104",POR,2025
3,Anfernee Simons,"$25,892,857",POR,2025
4,Deni Avdija,"$15,625,000",POR,2025
5,Robert Williams,"$12,428,571",POR,2025
6,Matisse Thybulle,"$11,025,000",POR,2025
7,Scoot Henderson,"$10,259,160",POR,2025
8,Donovan Clingan,"$6,836,400",POR,2025
9,Shaedon Sharpe,"$6,614,160",POR,2025
10,Kris Murray,"$2,990,040",POR,2025
11,Dalano Banton,"$2,196,970",POR,2025
12,Duop Reath,"$2,048,780",POR,2025
13,Jabari Walker,"$2,019,699",POR,2025
14,Toumani Camara,"$1,891,857",POR,2025
15,Rayan Rupert,"$1,891,857",POR,2025
16,Eric Bledsoe,"$1,300,000",POR,2025
17,Marcos Louzada Silva,"$268,032",POR,2025
18,Justin Minaya,,POR,2025
19,Bryce McGowens,,POR,2025
20,Taze Moore,,POR,2025
21,Sidy Cissoko,,POR,2025
